id,category,issue,polarity,source,language,text,reference,group_id,cleaned_text
8168,extraneous,feedback latency,neg,synthetic,taglish,"May comment sana sa paper ko pero blangko lang, walang score o marka na nakalagay talaga.",,5069,"May comment sana sa paper ko pero blangko lang, walang score o marka na nakalagay talaga."
8169,extraneous,feedback latency,neg,synthetic,taglish,"Grabe, tinanong ko na ulit personally pero sabi niya wala pa rin siyang oras para tapusin ang checking.",,5070,"Grabe, tinanong ko na ulit personally pero sabi niya wala pa rin siyang oras para tapusin ang checking."
8170,extraneous,feedback latency,neg,synthetic,taglish,"I noticed na yung mga nagtanong lang sa group chat ang binigyan ng update, ang iba wala.",,5071,"I noticed na yung mga nagtanong lang sa group chat ang binigyan ng update, ang iba wala."
8171,extraneous,feedback latency,neg,synthetic,taglish,"May notification akong nakuha pero mali pala yung subject, hindi related sa hinihintay kong grade.",,5072,"May notification akong nakuha pero mali pala yung subject, hindi related sa hinihintay kong grade."
8172,extraneous,feedback latency,neg,synthetic,taglish,"Grabe, ang huling update namin ay verbal lang, walang official record na naka-post kahit saan.",,5073,"Grabe, ang huling update namin ay verbal lang, walang official record na naka-post kahit saan."
8173,extraneous,feedback latency,neg,synthetic,taglish,I asked kung pwede bang i-resend yung feedback niya kasi baka nawala lang sa spam ko pero wala pa ring update.,,5074,I asked kung pwede bang i-resend yung feedback niya kasi baka nawala lang sa spam ko pero wala pa ring update.
8174,extraneous,feedback latency,neg,synthetic,taglish,"May kaklase akong tinanong personally, sabi sa kanya iba raw yung dahilan ng delay kesa sinabi sa amin.",,5075,"May kaklase akong tinanong personally, sabi sa kanya iba raw yung dahilan ng delay kesa sinabi sa amin."
8175,extraneous,feedback latency,neg,synthetic,taglish,"Grabe, ang tagal talaga bago namin malaman kung need ba naming mag-resubmit o hindi na.",,5076,"Grabe, ang tagal talaga bago namin malaman kung need ba naming mag-resubmit o hindi na."
8177,extraneous,feedback latency,neg,synthetic,taglish,May isang requirement kaming nasumite noong nakaraang buwan pero wala pa ring anumang marka na nakalagay.,,5078,May isang requirement kaming nasumite noong nakaraang buwan pero wala pa ring anumang marka na nakalagay.
8178,extraneous,feedback latency,neg,synthetic,taglish,"Grabe, sabi niya babalikan raw niya pero hanggang ngayon wala pa ring balik na natatanggap mula sa kanya.",,5079,"Grabe, sabi niya babalikan raw niya pero hanggang ngayon wala pa ring balik na natatanggap mula sa kanya."
8179,extraneous,feedback latency,neg,synthetic,taglish,"I got a generic reply lang na ""noted"" pero hindi naman aktwal na sinagot yung tanong ko.",,5080,"I got a generic reply lang na ""noted"" pero hindi naman aktwal na sinagot yung tanong ko."
8180,extraneous,feedback latency,neg,synthetic,taglish,May kaklase akong nagsabi na mas mabilis daw ang response kung tatanungin personally kaysa sa group chat.,,5081,May kaklase akong nagsabi na mas mabilis daw ang response kung tatanungin personally kaysa sa group chat.
8182,extraneous,feedback latency,neg,synthetic,taglish,"I submitted a follow-up email pero parehong hindi rin nasagot, parang na-ignore lang talaga.",,5083,"I submitted a follow-up email pero parehong hindi rin nasagot, parang na-ignore lang talaga."
8183,extraneous,feedback latency,neg,synthetic,taglish,"May kaklase akong pinost ang tanong sa forum, wala pa ring sumasagot doon mula noong isang linggo.",,5084,"May kaklase akong pinost ang tanong sa forum, wala pa ring sumasagot doon mula noong isang linggo."
8184,extraneous,feedback latency,neg,synthetic,taglish,"Grabe, akala ko released na yung final grade pero pala kailangan pa naming maghintay ng dalawang linggo.",,5085,"Grabe, akala ko released na yung final grade pero pala kailangan pa naming maghintay ng dalawang linggo."
8185,extraneous,feedback latency,neg,synthetic,taglish,"I feel like nawawala lang sa radar yung mga tanong namin, walang consistent na paraan para makuha ang sagot.",,5086,"I feel like nawawala lang sa radar yung mga tanong namin, walang consistent na paraan para makuha ang sagot."
8186,extraneous,feedback latency,neg,synthetic,taglish,May status update sana sila but wala talagang binigay kahit anong timeline para sa release ng resulta.,,5087,May status update sana sila but wala talagang binigay kahit anong timeline para sa release ng resulta.
8188,extraneous,feedback latency,neg,synthetic,taglish,"I don't get how ganito katagal, samantalang mabilis naman ang pag-che-check ng ibang subject namin.",,5089,"I don't get how ganito katagal, samantalang mabilis naman ang pag-che-check ng ibang subject namin."
8189,extraneous,feedback latency,neg,synthetic,taglish,"May kaklase akong nagtanong sa office hours pero sinabihan lang na ""wala pa akong nagagawang oras"" gaya ng dati.",,5090,"May kaklase akong nagtanong sa office hours pero sinabihan lang na ""wala pa akong nagagawang oras"" gaya ng dati."
8190,extraneous,feedback latency,neg,synthetic,taglish,"Grabe, sana lang binigyan kami ng update kahit paano, kesa sa hulaan na lang kung ano nangyayari.",,5091,"Grabe, sana lang binigyan kami ng update kahit paano, kesa sa hulaan na lang kung ano nangyayari."
8191,extraneous,feedback latency,neg,synthetic,taglish,I asked our class rep to follow up pero parehong walang linaw na sagot na nakuha mula sa kanya.,,5092,I asked our class rep to follow up pero parehong walang linaw na sagot na nakuha mula sa kanya.
8192,extraneous,feedback latency,neg,synthetic,taglish,May reklamo akong isinampa tungkol sa delay pero hindi ko rin alam kung tinanggap ba yun o hindi.,,5093,May reklamo akong isinampa tungkol sa delay pero hindi ko rin alam kung tinanggap ba yun o hindi.
8193,extraneous,feedback latency,neg,synthetic,taglish,"Grabe, wala kaming maalala kung ano exactly ang tinanong namin dati dahil ang tagal na ng response.",,5094,"Grabe, wala kaming maalala kung ano exactly ang tinanong namin dati dahil ang tagal na ng response."
8194,extraneous,feedback latency,neg,synthetic,taglish,I feel like laging pinaka-huli kami sa lahat ng section pagdating sa release ng scores namin.,,5095,I feel like laging pinaka-huli kami sa lahat ng section pagdating sa release ng scores namin.
8195,extraneous,feedback latency,neg,synthetic,taglish,May sinend akong reminder tungkol sa deadline ng checking pero hindi na rin ito napansin.,,5096,May sinend akong reminder tungkol sa deadline ng checking pero hindi na rin ito napansin.
8196,extraneous,feedback latency,neg,synthetic,taglish,"Grabe, akala ko nag-post na sila ng breakdown pero pala general average lang ang nakalagay doon.",,5097,"Grabe, akala ko nag-post na sila ng breakdown pero pala general average lang ang nakalagay doon."
8197,extraneous,feedback latency,neg,synthetic,taglish,I still don't know kung ano dapat gawin dahil walang malinaw na tugon sa tanong ko about the requirements.,,5098,I still don't know kung ano dapat gawin dahil walang malinaw na tugon sa tanong ko about the requirements.
8200,extraneous,feedback latency,neg,synthetic,taglish,"I've sent multiple messages pero same response lang paulit-ulit, walang bagong impormasyon na binibigay.",,5101,"I've sent multiple messages pero same response lang paulit-ulit, walang bagong impormasyon na binibigay."
8201,extraneous,feedback latency,neg,synthetic,taglish,"May kaklase akong sinabihang mali raw yung sinend niyang file, pero halos isang buwan na bago nalaman niya yun.",,5102,"May kaklase akong sinabihang mali raw yung sinend niyang file, pero halos isang buwan na bago nalaman niya yun."
8202,extraneous,feedback latency,neg,synthetic,taglish,"Grabe, ang huling beses akong nakatanggap ng update ay bago pa man matapos ang midterms namin.",,5103,"Grabe, ang huling beses akong nakatanggap ng update ay bago pa man matapos ang midterms namin."
8203,extraneous,feedback latency,neg,synthetic,taglish,"I don't understand bakit ganito katagal, samantalang mas mabilis pa yung checking sa ibang klase namin.",,5104,"I don't understand bakit ganito katagal, samantalang mas mabilis pa yung checking sa ibang klase namin."
8204,extraneous,feedback latency,neg,synthetic,taglish,May notification akong hinihintay pero parang hindi na dumarating kahit ilang araw na ang lumipas.,,5105,May notification akong hinihintay pero parang hindi na dumarating kahit ilang araw na ang lumipas.
8205,extraneous,feedback latency,neg,synthetic,taglish,"Grabe, ang sinabihan sa amin last time ay next batch na daw ang release, pero hanggang ngayon wala pa rin.",,5106,"Grabe, ang sinabihan sa amin last time ay next batch na daw ang release, pero hanggang ngayon wala pa rin."
8206,extraneous,feedback latency,neg,synthetic,taglish,I feel na parang naiwan sa likod ang tanong namin habang bago nang mga bagay ang tinatalakay sa harap.,,5107,I feel na parang naiwan sa likod ang tanong namin habang bago nang mga bagay ang tinatalakay sa harap.
8207,extraneous,feedback latency,neg,synthetic,taglish,May bagong update sana sa portal pero pareho pa rin ang status simula pa noong huling checking niya.,,5108,May bagong update sana sa portal pero pareho pa rin ang status simula pa noong huling checking niya.
8210,extraneous,feedback latency,neg,synthetic,taglish,May kaklase akong nag-email ng follow up tatlong beses na pero paulit-ulit din ang parehong sagot.,,5111,May kaklase akong nag-email ng follow up tatlong beses na pero paulit-ulit din ang parehong sagot.
8212,extraneous,feedback latency,neg,synthetic,taglish,I don't know kung dapat pa ba akong maghintay o sundan na lang ulit ang tanong ko sa kanya.,,5113,I don't know kung dapat pa ba akong maghintay o sundan na lang ulit ang tanong ko sa kanya.
8213,extraneous,feedback latency,neg,synthetic,taglish,May naka-post na announcement pero hindi naman related sa hinihintay naming update sa grado.,,5114,May naka-post na announcement pero hindi naman related sa hinihintay naming update sa grado.
8215,extraneous,feedback latency,neg,synthetic,taglish,I feel like kailangan ko pang mag-follow up ulit dahil parang hindi talaga napansin ang huling message ko.,,5116,I feel like kailangan ko pang mag-follow up ulit dahil parang hindi talaga napansin ang huling message ko.
8216,extraneous,feedback latency,neg,synthetic,taglish,May kaklase akong pumunta mismo sa opisina niya para lang malaman kung kailan talaga ang release.,,5117,May kaklase akong pumunta mismo sa opisina niya para lang malaman kung kailan talaga ang release.
8217,extraneous,feedback latency,neg,synthetic,taglish,"Grabe, sinabi niyang naiwan raw sa bahay ang mga papel namin kaya hindi pa nagagawa ang checking.",,5118,"Grabe, sinabi niyang naiwan raw sa bahay ang mga papel namin kaya hindi pa nagagawa ang checking."
8218,extraneous,feedback latency,neg,synthetic,taglish,I still remember yung tanong ko dati pero hanggang ngayon wala pa ring naibibigay na sagot mula sa kanya.,,5119,I still remember yung tanong ko dati pero hanggang ngayon wala pa ring naibibigay na sagot mula sa kanya.
8219,extraneous,feedback latency,neg,synthetic,taglish,May reklamo akong gustong isampa pero hindi ko rin alam kung saan dapat ipadala iyon.,,5120,May reklamo akong gustong isampa pero hindi ko rin alam kung saan dapat ipadala iyon.
